,Unnamed: 0,url,price,course_by,title,skills,ratings,reviews,"level, type and duration",clean_title
833,833,https://www.coursera.org/learn/oceanografia,Free,Universitat de Barcelona,Oceanografía: una clave para entender mejor nuestro mundo,"Data Visualization, Scientific Visualization, Econometrics, Entrepreneurship, Experiment, General Statistics, Market Research, Probability & Statistics, Research and Design, Software Engineering",4.7,(332 reviews),Mixed · Course · 1-3 Months,Oceanografa una clave para entender mejor nuestro mundo
834,834,https://www.coursera.org/learn/blockchain-professionals,Free,EIT Digital,Blockchain 360: A State of the Art for Professionals,"BlockChain, Finance, FinTech",4.5,(323 reviews),Beginner · Course · 1-3 Months,Blockchain 360 State Art Professionals
835,835,https://www.coursera.org/learn/ciencia,Free,Universidad Nacional Autónoma de México,Pensamiento científico,,4.8,(1.9k reviews),Mixed · Course · 1-3 Months,Pensamiento cientfico
836,836,https://www.coursera.org/learn/android-programming,Free,"University of Maryland, College Park",Programming Mobile Applications for Android Handheld Systems: Part 1,"Mobile Development, Android Development, Application Development, Computer Programming, Human Computer Interaction, Software Engineering, User Experience, Computer Programming Tools, Mobile Development Tools",4.6,(670 reviews),Mixed · Course · 1-3 Months,Programming Mobile Applications Android Handheld Systems 1
837,837,https://www.coursera.org/learn/teacher-relationships,Free,Commonwealth Education Trust,Foundations of Teaching for Learning: Developing Relationships,"Leadership and Management, Professional Development",4.8,(188 reviews),Mixed · Course · 1-3 Months,Foundations Teaching Learning Developing Relationships
838,838,https://www.coursera.org/learn/roman-art-archaeology,Free,University of Arizona,Roman Art and Archaeology,"Deep Learning, Machine Learning",4.7,(593 reviews),Mixed · Course · 1-3 Months,Roman Art Archaeology
839,839,https://www.coursera.org/learn/study-in-japan,Free,The University of Tokyo,Studying at Japanese Universities,Design and Product,4.8,(402 reviews),Beginner · Course · 1-4 Weeks,Studying Japanese Universities
840,840,https://www.coursera.org/learn/the-sustainability-imperative,Free,University of Colorado Boulder,The Sustainability Imperative,,4.8,(17 reviews),Beginner · Course · 1-3 Months,Sustainability Imperative
841,841,https://www.coursera.org/learn/social-change-korea,Free,Yonsei University,"Gender, Family, and Social Change in Contemporary South Korea","Business Psychology, Culture, Leadership and Management",4.8,(277 reviews),Beginner · Course · 1-3 Months,Gender Family Social Change Contemporary South Korea
842,842,https://www.coursera.org/learn/chinese-for-hsk-6,Free,Peking University,Chinese for HSK 6,"Business Psychology, Culture, Leadership and Management",4.9,(148 reviews),Advanced · Course · 3-6 Months,Chinese HSK 6
843,843,https://www.coursera.org/learn/network-transformation-101,Free,Intel,Intel® Network Academy - Network Transformation 101,"Computer Networking, Computer Architecture, Network Architecture, Software Engineering, Computer Graphics, Internet Of Things, Mathematics, Network Model, Communication, Computational Logic, Computer Graphic Techniques, Distributed Computing Architecture, Human Computer Interaction, Interactive Design, Mathematical Theory & Analysis, Network Security, Security Engineering, Software-Defined Networking, Theoretical Computer Science, Cloud Applications, Other Cloud Platforms and Tools",4.5,(480 reviews),Beginner · Course · 1-4 Weeks,Intel Network Academy  Network Transformation 101
844,844,https://www.coursera.org/learn/cybersecurity,Free,EIT Digital,Cybersecurity Awareness and Innovation,"Security Engineering, Operating Systems, Software Security, System Security, Cyberattacks, Leadership and Management, Security Strategy, Computer Networking, Network Security",4.7,(573 reviews),Beginner · Course · 1-3 Months,Cybersecurity Awareness Innovation
845,845,https://www.coursera.org/learn/programmation-orientee-objet-java,Free,École Polytechnique Fédérale de Lausanne,Introduction à la programmation orientée objet (en Java),"Computer Programming, Java Programming, Mobile Development, Programming Principles, Data Management, Databases, Project Management, SQL, Statistical Programming, Strategy and Operations",4.8,(298 reviews),Intermediate · Course · 1-3 Months,Introduction  la programmation oriente objet en Java
846,846,https://www.coursera.org/learn/children-literacy,Free,"University of California, Santa Cruz",Children Acquiring Literacy Naturally,"Business Psychology, Communication, Entrepreneurship, Human Learning, Writing",4.4,(148 reviews),Beginner · Course · 1-4 Weeks,Children Acquiring Literacy Naturally
847,847,https://www.coursera.org/learn/ict-primary-education,Free,University of London,ICT in Primary Education: Transforming children's learning across the curriculum,"Business Psychology, Communication, Entrepreneurship, Human Learning, Writing",4.6,(143 reviews),Beginner · Course · 1-3 Months,ICT Primary Education Transforming childrens learning curriculum
848,848,https://www.coursera.org/learn/product-management,Free,Universidad de Palermo,Product Management,"Design and Product, Entrepreneurship, Leadership and Management, Marketing, Product Management, Strategy and Operations, Sales, Strategy, Brand Management, Communication, Experiment, General Statistics, Market Analysis, Marketing Management, Operations Research, Probability & Statistics, Product Strategy, Research and Design, Social Media",4.5,(99 reviews),Beginner · Course · 1-4 Weeks,Product Management
849,849,https://www.coursera.org/learn/visual-perception,Free,Duke University,Visual Perception and the Brain,"Entrepreneurship, Research and Design, Algorithms, Computer Graphic Techniques, Computer Graphics, Creativity, Machine Learning, Probability & Statistics, Theoretical Computer Science, Bioinformatics, Computer Vision, Data Management, Data Visualization, Geometry, Graphic Design, Leadership and Management, Mathematics, Problem Solving, Scientific Visualization, Software Engineering, Software Testing, Statistical Programming",4.6,(242 reviews),Mixed · Course · 1-3 Months,Visual Perception Brain
850,850,https://www.coursera.org/learn/wood-science,Free,West Virginia University,Wood Science: Beyond Building,"Design and Product, Material Handling, Supply Chain and Logistics, Business Analysis, Data Visualization, Leadership and Management, Product Development, Research and Design, Scientific Visualization, Strategy and Operations",4.6,(707 reviews),Beginner · Course · 1-4 Weeks,Wood Science Building
851,851,https://www.coursera.org/learn/skepticism,Free,"University of California, Irvine",Skepticism,"Business Analysis, Critical Thinking, Research and Design, Strategy and Operations, Entrepreneurship, Leadership and Management, Problem Solving",4.6,(61 reviews),Beginner · Course · 1-4 Weeks,Skepticism
852,852,https://www.coursera.org/learn/visual-literary-culture-in-japan,Free,The University of Tokyo,Words Spun Out of Images: Visual and Literary Culture in Nineteenth Century Japan,"Business Psychology, Culture, Leadership and Management, Communication, Writing",4.8,(678 reviews),Beginner · Course · 1-4 Weeks,Words Spun Images Visual Literary Culture Nineteenth Century Japan
853,853,https://www.coursera.org/learn/managing-urban-infrastructures-1,Free,École Polytechnique Fédérale de Lausanne,Management of Urban Infrastructures – part 1,"Entrepreneurship, Leadership and Management, Operations Management, Operations Research, Problem Solving, Project Management, Research and Design, Strategy and Operations, Customer Relationship Management, Finance, Marketing, Performance Management, Business Analysis, Critical Thinking, Planning, Supply Chain and Logistics, Transportation Operations Management",4.7,(745 reviews),Mixed · Course · 1-3 Months,Management Urban Infrastructures  1
854,854,https://www.coursera.org/learn/structures2,Free,École Polytechnique Fédérale de Lausanne,"L'Art des Structures 2 : treillis, poutres, dalles et cadres",,4.7,(15 reviews),Intermediate · Course · 3-6 Months,LArt des Structures 2  treillis poutres dalles et cadres
855,855,https://www.coursera.org/learn/talkmentalillness,Free,University of Colorado Boulder,#talkmentalillness,,4.4,(32 reviews),Beginner · Course · 1-3 Months,talkmentalillness
856,856,https://www.coursera.org/learn/introduccion-a-la-inteligencia-artificial-contemporanea,Free,Universidad de los Andes,Introducción a la inteligencia artificial contemporánea,"Machine Learning, Computer Programming, Machine Learning Algorithms, Natural Language Processing, Applied Machine Learning, Business Psychology, Computational Thinking, Computer Vision, Culture, Decision Making, Deep Learning, Entrepreneurship, Human Computer Interaction, Human Resources, Leadership and Management, Reinforcement Learning, Theoretical Computer Science, User Experience",4.7,(17 reviews),Beginner · Course · 1-3 Months,Introduccin la inteligencia artificial contempornea
857,857,https://www.coursera.org/learn/introduction-basic-vibrations,Free,Korea Advanced Institute of Science and Technology(KAIST),Introduction to Basic Vibrations,"Mathematics, Entrepreneurship, Leadership and Management, Linear Algebra, Problem Solving, Research and Design, Market Research",4.6,(467 reviews),Intermediate · Course · 1-3 Months,Introduction Basic Vibrations
858,858,https://www.coursera.org/learn/earth-climate-change,Free,American Museum of Natural History,Our Earth's Future,,4.7,(740 reviews),Mixed · Course · 1-3 Months,Earths Future
859,859,https://www.coursera.org/learn/climate-change-africa,Free,United Cities and Local Governments of Africa,Planning for Climate Change in African Cities,"Entrepreneurship, Leadership and Management, Planning, Supply Chain and Logistics, Business Psychology, Resilience, Finance, Risk Management, Strategy and Operations, Big Data, BlockChain, Business Analysis, Critical Thinking, Data Management, Machine Learning, Marketing, Research and Design, Sales, Strategy",4.7,(116 reviews),Intermediate · Course · 1-3 Months,Planning Climate Change African Cities
860,860,https://www.coursera.org/learn/introduction-to-seaweeds,Free,University of California San Diego,Introduction to Seaweeds,,,,Intermediate · Course · 1-3 Months,Introduction Seaweeds
861,861,https://www.coursera.org/learn/economie-sol-immobilier-1,Free,École Polytechnique Fédérale de Lausanne,Economie du sol et de l'immobilier I,"Finance, Budget Management, Business Analysis, Estimation, Probability & Statistics, Accounting, Behavioral Economics, Business Psychology, Data Analysis, Financial Analysis",4.8,(238 reviews),Intermediate · Course · 1-3 Months,Economie du sol et de limmobilier
862,862,https://www.coursera.org/learn/thought-experiments,Free,Erasmus University Rotterdam,Thought Experiments: An introduction to philosophy,"Entrepreneurship, Leadership and Management, Problem Solving, Research and Design, Business Analysis, Critical Thinking, Strategy and Operations",3.8,(9 reviews),Intermediate · Course · 1-3 Months,Thought Experiments introduction philosophy
863,863,https://www.coursera.org/learn/professional-teacher,Free,Commonwealth Education Trust,Foundations of Teaching for Learning: Being a Professional,"Leadership and Management, Professional Development, FinTech, Finance",4.7,(153 reviews),Mixed · Course · 1-3 Months,Foundations Teaching Learning Professional
864,864,https://www.coursera.org/learn/employee-ownership,Free,Rutgers the State University of New Jersey,Our Share: Employee Ownership as a Wealth Sharing Tool,"Business Development, Business Transformation, Collaboration, Entrepreneurship, Leadership and Management",,,Beginner · Course · 1-4 Weeks,Share Employee Ownership Wealth Sharing Tool
865,865,https://www.coursera.org/learn/microcontroleurs,Free,École Polytechnique Fédérale de Lausanne,Comprendre les Microcontroleurs,"Computational Logic, Theoretical Computer Science, Internet Of Things, Software Engineering",4.6,(102 reviews),Intermediate · Course · 1-3 Months,Comprendre les Microcontroleurs
866,866,https://www.coursera.org/learn/gestion-riesgo,Free,Universidad Nacional Autónoma de México,Gestión integral del riesgo de desastres,"Finance, Leadership and Management, Risk Management, Adaptability, Business Psychology, Entrepreneurship, Marketing, Sales, Strategy, Strategy and Operations",4.8,(254 reviews),Beginner · Course · 1-4 Weeks,Gestin integral del riesgo de desastres
867,867,https://www.coursera.org/learn/monetary-policy-asia-pacific,Free,The Hong Kong University of Science and Technology,Monetary Policy in the Asia Pacific,"Behavioral Economics, Business Psychology, Finance, Probability & Statistics, Advertising, Banking, Communication, Econometrics, General Statistics, Marketing",4.8,(245 reviews),Intermediate · Course · 1-4 Weeks,Monetary Policy Asia Pacific
868,868,https://www.coursera.org/learn/escalamiento-exitoso-e-innovacion-en-los-negocios,Free,Pontificia Universidad Católica de Chile,Escalamiento exitoso e Innovación en los Negocios,"Entrepreneurship, Business Analysis, Business Development, Marketing, Research and Design, Sales, Strategy and Operations, Accounting, Business Design, Business Process Management, Business Transformation, Digital Marketing, Entrepreneurial Finance, Innovation, Management Accounting, Spreadsheet Software",4.8,(79 reviews),Mixed · Course · 1-3 Months,Escalamiento exitoso e Innovacin en los Negocios
869,869,https://www.coursera.org/learn/startup-idea,Free,UNSW Sydney (The University of New South Wales),How to Validate your Startup Idea,"Communication, Entrepreneurship, Market Research, Research and Design",4.3,(141 reviews),Mixed · Course · 1-3 Months,Validate Startup Idea
870,870,https://www.coursera.org/learn/biosphere-science-future,Free,University of Arizona,Biosphere 2 Science for the Future of Our Planet,"Probability & Statistics, Experiment, Research and Design, Entrepreneurship, Epidemiology, Market Research, Project Management, Strategy and Operations",4.9,(105 reviews),Beginner · Course · 1-3 Months,Biosphere 2 Science Future Planet
871,871,https://www.coursera.org/learn/global-health-overview,Free,University of Geneva,Global Health: An Interdisciplinary Overview,"Leadership and Management, Epidemiology, Probability & Statistics, Business Psychology, Entrepreneurship, Finance, Human Resources, Leadership Development, Organizational Development, Risk Management",4.5,(458 reviews),Mixed · Course · 1-3 Months,Global Health Interdisciplinary Overview
872,872,https://www.coursera.org/learn/automation-360,Free,Automation Anywhere,Getting Started with Automation 360,"Computer Programming, Computer Programming Tools, Software Engineering, Software Testing",4.4,(13 reviews),Intermediate · Course · 1-3 Months,Getting Started Automation 360
873,873,https://www.coursera.org/learn/dolor-neuropatico-anestesiologia,Free,Universidad de los Andes,Diagnóstico y tratamiento del dolor neuropático en atención primaria,,4.8,(285 reviews),Intermediate · Course · 1-3 Months,Diagnstico tratamiento del dolor neuroptico en atencin primaria
874,874,https://www.coursera.org/learn/entrepreneuriatquichangelemonde,Free,ESSEC Business School,L'entrepreneuriat social : de l'envie au projet,"Entrepreneurship, Leadership and Management, Marketing, Sales, Strategy, Strategy and Operations, Software Engineering",4.7,(169 reviews),Beginner · Course · 1-4 Weeks,Lentrepreneuriat social  de lenvie au projet
875,875,https://www.coursera.org/learn/metaphysics,Free,Erasmus University Rotterdam,Reality Bites: Introduction to metaphysics,,4.7,(6 reviews),Intermediate · Course · 1-3 Months,Reality Bites Introduction metaphysics
876,876,https://www.coursera.org/learn/teaching-evolution,Free,American Museum of Natural History,Evolution: A Course for Educators,"Probability & Statistics, Business Psychology, Entrepreneurship, Experiment, Adaptability, Human Learning",4.7,(313 reviews),Mixed · Course · 1-3 Months,Evolution Course Educators
877,877,https://www.coursera.org/learn/4g-principes-des-reseaux-mobiles,Free,Institut Mines-Télécom,4G : Principes des réseaux mobiles,"Bioinformatics, Computer Networking, Network Model, Probability & Statistics",4.7,(7 reviews),Intermediate · Course · 1-3 Months,4G  Principes des rseaux mobiles
878,878,https://www.coursera.org/learn/excel-intermediate-1-fr,Free,Macquarie University,Compétences Excel professionnelles : Intermédiaire I,"Data Analysis, Microsoft Excel",,,Intermediate · Course · 1-3 Months,Comptences Excel professionnelles  Intermdiaire
879,879,https://www.coursera.org/learn/shengwu-huaxue,Free,Nanjing University,结构生物化学（Structural Biochemistry),,4.8,(107 reviews),Mixed · Course · 1-3 Months,Structural Biochemistry
880,880,https://www.coursera.org/learn/k-12-online-education,Free,University System of Georgia,K-12 Blended & Online Learning,"Entrepreneurship, Business Psychology, Research and Design, Visual Design, Finance, Sales",4.6,(119 reviews),Mixed · Course · 1-3 Months,K12 Blended  Online Learning
881,881,https://www.coursera.org/learn/palatine-hill-archaeology-history,Free,Sapienza University of Rome,The Changing Landscape of Ancient Rome. Archaeology and History of the Palatine Hill,"Business Psychology, Culture, Leadership and Management",4.4,(290 reviews),Beginner · Course · 1-3 Months,Changing Landscape Ancient Rome Archaeology History Palatine Hill
882,882,https://www.coursera.org/learn/hkuepidemics,Free,The University of Hong Kong,Epidemics,"Epidemiology, Probability & Statistics, Entrepreneurship, Leadership and Management, Problem Solving, Research and Design, Communication, Marketing, Public Relations",4.9,(208 reviews),Beginner · Course · 1-3 Months,Epidemics
883,883,https://www.coursera.org/learn/mercado-digital,Free,Universitat Autònoma de Barcelona,Contratación y mercado digital. Aspectos legales y otras cuestiones de interés,"BlockChain, E-Commerce, FinTech, Finance, Sales, Big Data, Computer Networking, Contract Management, Data Management, Network Security, Operating Systems, Security Engineering, Security Strategy, Software Security, Strategy and Operations, System Security",4.5,(207 reviews),Beginner · Course · 1-3 Months,Contratacin mercado digital Aspectos legales otras cuestiones de inters
884,884,https://www.coursera.org/learn/population-health-predictive-analytics,Free,Universiteit Leiden,Population Health: Predictive Analytics,"Data Analysis, R Programming",4.5,(22 reviews),Intermediate · Course · 1-3 Months,Population Health Predictive Analytics
885,885,https://www.coursera.org/learn/covid-19-capacitacion-trabajadores-de-la-salud,Free,Stanford University,Capacitación sobre COVID-19 para trabajadores de salud,"Epidemiology, Probability & Statistics",4.9,(1.3k reviews),Mixed · Course · 1-3 Months,Capacitacin sobre COVID19 para trabajadores de salud
886,886,https://www.coursera.org/learn/healthcare-it,Free,Icahn School of Medicine at Mount Sinai,Health Care IT: Challenges and Opportunities,"Bioinformatics, Biostatistics, Leadership and Management, Probability & Statistics",4.7,(452 reviews),Mixed · Course · 3-6 Months,Health Care IT Challenges Opportunities
887,887,https://www.coursera.org/learn/edref,Free,University of Pennsylvania,"American Education Reform: History, Policy, Practice",,4.7,(99 reviews),Mixed · Course · 1-3 Months,American Education Reform History Policy Practice
888,888,https://www.coursera.org/learn/player-evaluation-team-performance-and-roster-management,Free,The State University of New York,"Player  Evaluation, Team Performance and Roster Management","Contract Management, Data Management, Operations Management",,,Beginner · Course · 1-3 Months,Player Evaluation Team Performance Roster Management
889,889,https://www.coursera.org/learn/doping,Free,University of Lausanne,"Doping : Sports, Organizations and Sciences",,4.6,(318 reviews),Mixed · Course · 1-4 Weeks,Doping  Sports Organizations Sciences
890,890,https://www.coursera.org/learn/necessary-condition-analysis,Free,Erasmus University Rotterdam,Necessary Condition Analysis (NCA),"Business Analysis, Critical Thinking, Research and Design, Strategy and Operations",4.8,(12 reviews),Beginner · Course · 1-3 Months,Necessary Condition Analysis NCA
891,891,https://www.coursera.org/learn/water-part-2,Free,University of Manchester,Water Supply and Sanitation Policy in Developing Countries Part 2: Developing Effective Interventions,"Entrepreneurship, Leadership and Management, Planning, Supply Chain and Logistics",4.7,(71 reviews),Intermediate · Course · 1-3 Months,Water Supply Sanitation Policy Developing Countries 2 Developing Effective Interventions
892,892,https://www.coursera.org/learn/social-science-study-chinese-society,Free,The Hong Kong University of Science and Technology,Social Science Approaches to the Study of Chinese Society Part 1,"Communication, Correlation And Dependence, Estimation, Experiment, General Statistics, Marketing, Social Media",4.6,(45 reviews),Beginner · Course · 1-3 Months,Social Science Approaches Study Chinese Society 1
893,893,https://www.coursera.org/learn/urban-education,Free,The University of Chicago,Critical Issues in Urban Education,"Deep Learning, Machine Learning",4.7,(68 reviews),Mixed · Course · 1-3 Months,Critical Issues Urban Education
894,894,https://www.coursera.org/learn/religion-thought-modern-china,Free,The Chinese University of Hong Kong,"Religion and Thought in Modern China: the Song, Jin, and Yuan","Business Psychology, Culture, Leadership and Management",4.6,(35 reviews),Mixed · Course · 1-3 Months,Religion Thought Modern China Song Jin Yuan
895,895,https://www.coursera.org/learn/manejopromocion,Free,Pontificia Universidad Católica de Chile,Manejo de Crisis Epilépticas y Promoción de la Inclusión Social,,4.9,(76 reviews),Beginner · Course · 1-4 Weeks,Manejo de Crisis Epilpticas Promocin de la Inclusin Social
896,896,https://www.coursera.org/learn/global-arctic,Free,École Polytechnique Fédérale de Lausanne,Global Arctic,,4.8,(37 reviews),Intermediate · Course · 1-3 Months,Global Arctic
897,897,https://www.coursera.org/learn/python-databases-ko,Free,University of Michigan,Python에서 데이터베이스 사용하기,"Computer Programming, Statistical Programming, Python Programming, Data Management, Databases, SQL, Human Computer Interaction, Machine Learning, Natural Language Processing, User Experience",,,Mixed · Course · 1-3 Months,Python  
898,898,https://www.coursera.org/learn/advanced-modeling,Free,The University of Melbourne,Advanced Modeling for Discrete Optimization,"Communication, Marketing, Operations Research",4.9,(129 reviews),Intermediate · Course · 1-3 Months,Advanced Modeling Discrete Optimization
899,899,https://www.coursera.org/learn/strategies-assisted-living-covid19,Free,Johns Hopkins University,Strategies for Assisted Living Communities during COVID-19,"Entrepreneurship, Leadership and Management, Marketing, Sales, Strategy, Strategy and Operations",4.8,(262 reviews),Beginner · Course · 1-3 Months,Strategies Assisted Living Communities COVID19
900,900,https://www.coursera.org/learn/japanese-language-2,Free,The University of Tokyo,Let’s Read! Learning Japanese through Science & Technology-2,,,,Intermediate · Course · 1-3 Months,Lets Read Learning Japanese Science  Technology2
901,901,https://www.coursera.org/learn/reputation-management-facebook-cambridge-analytica,Free,Erasmus University Rotterdam,Reputation Crisis? Facebook meets Cambridge Analytica,"Communication, Entrepreneurship, Leadership and Management, Marketing, Sales, Strategy, Strategy and Operations, Digital Marketing, Social Media",,,Intermediate · Course · 1-3 Months,Reputation Crisis Facebook meets Cambridge Analytica
902,902,https://www.coursera.org/learn/geodesign,Free,The Pennsylvania State University,Geodesign: Change Your World,"Entrepreneurship, Leadership and Management, Research and Design, Data Analysis, Data Visualization, Planning, Problem Solving, Spatial Analysis, Supply Chain and Logistics",4.7,(57 reviews),Beginner · Course · 1-3 Months,Geodesign Change World
903,903,https://www.coursera.org/learn/henry,Free,University of Virginia,Patrick Henry: Forgotten Founder,,4.9,(165 reviews),Beginner · Course · 1-3 Months,Patrick Henry Forgotten Founder
904,904,https://www.coursera.org/learn/bidonvilles,Free,École Polytechnique Fédérale de Lausanne,Villes africaines : Restructuration des quartiers précaires,,4.7,(46 reviews),Mixed · Course · 1-3 Months,Villes africaines  Restructuration des quartiers prcaires
905,905,https://www.coursera.org/learn/mental-health-emergencies,Free,University of Copenhagen,Chronically Ill in an Emergency: Why Mental Health Matters,"Clinical Data Management, Computer Architecture, Computer Networking, Data Management, Database Theory, Databases, Epidemiology, General Statistics, Network Architecture, Probability & Statistics, Research and Design, Theoretical Computer Science",4.6,(25 reviews),Mixed · Course · 1-4 Weeks,Chronically Ill Emergency Mental Health Matters
906,906,https://www.coursera.org/learn/exploring-beethoven-piano-sonatas-4,Free,Curtis Institute of Music,Exploring Beethoven's Piano Sonatas Part 4,,4.9,(61 reviews),Intermediate · Course · 1-3 Months,Exploring Beethovens Piano Sonatas 4
907,907,https://www.coursera.org/learn/exploring-beethoven-piano-sonatas-6,Free,Curtis Institute of Music,Exploring Beethoven's Piano Sonatas Part 6,,5.0,(7 reviews),Intermediate · Course · 1-3 Months,Exploring Beethovens Piano Sonatas 6
908,908,https://www.coursera.org/learn/exploring-beethoven-piano-sonatas-5,Free,Curtis Institute of Music,Exploring Beethoven's Piano Sonatas Part 5,,5.0,(43 reviews),Intermediate · Course · 1-3 Months,Exploring Beethovens Piano Sonatas 5
909,909,https://www.coursera.org/learn/newhorrizon,Free,University of Amsterdam,Try RRI! A guide for Responsible Research and Innovation,,,,Beginner · Course · 1-3 Months,Try RRI guide Responsible Research Innovation
910,910,https://www.coursera.org/learn/graduate-study-usa,Free,University of Michigan,Preparing for Graduate Study in the U.S.: A course for international students,"Communication, Probability & Statistics, Research and Design, Computer Programming, Conflict Management, Entrepreneurship, General Statistics, Human Resources, Journalism, Leadership and Management, Market Research, Other Programming Languages",4.3,(49 reviews),Intermediate · Course · 1-3 Months,Preparing Graduate Study US course international students
911,911,https://www.coursera.org/learn/operating-system-foundations,Free,Infosec,Operating System Foundations,"Human Computer Interaction, Linux, Operating Systems, Software Architecture, Software Engineering, Theoretical Computer Science, User Experience",4.3,(12 reviews),Mixed · Course · 1-4 Weeks,Operating System Foundations
912,912,https://www.coursera.org/learn/age-of-cathedrals,Free,Yale University,Age of Cathedrals,"Business Psychology, Culture, Leadership and Management",4.7,(444 reviews),Beginner · Course · 1-3 Months,Age Cathedrals
913,913,https://www.coursera.org/learn/music-industry,Free,West Virginia University,Today’s Music Industry,"Strategy and Operations, Communication, Leadership and Management, Marketing Management, Media Production, Performance Management, Media Strategy & Planning, Public Relations, Social Media",4.8,(108 reviews),Mixed · Course · 1-3 Months,Todays Music Industry
914,914,https://www.coursera.org/learn/covid-19-esp,Free,Universitat de Barcelona,Manejo del enfermo semicrítico y crítico por COVID-19,"Probability & Statistics, General Statistics, Epidemiology, Theoretical Computer Science, Algorithms, Feature Engineering, Machine Learning, Business Psychology, Entrepreneurship, Leadership and Management, Organizational Development",4.8,(190 reviews),Advanced · Course · 3-6 Months,Manejo del enfermo semicrtico crtico por COVID19
915,915,https://www.coursera.org/learn/magnetics-for-power-electronic-converters-v2,Free,University of Colorado Boulder,Magnetics for Power Electronic Converters,"Applied Mathematics, Mathematics, Linear Algebra",4.8,(100 reviews),Intermediate · Course · 1-4 Weeks,Magnetics Power Electronic Converters
916,916,https://www.coursera.org/learn/ecologie,Free,ESCP Business School,"Comprendre l'écologie, pour une économie innovante",,4.6,(315 reviews),Mixed · Course · 1-3 Months,Comprendre lcologie pour une conomie innovante
917,917,https://www.coursera.org/learn/regulated-competition-healthcare-systems,Free,Erasmus University Rotterdam,Regulated Competition in Healthcare Systems: Theory & Practice,,4.8,(29 reviews),Intermediate · Course · 1-3 Months,Regulated Competition Healthcare Systems Theory  Practice
918,918,https://www.coursera.org/learn/renewable-energy-fundamentals,Free,University at Buffalo,Renewable Energy: Fundamentals and Job Opportunities,"Strategy and Operations, Account Management, Advertising, Communication, Entrepreneurship, Leadership and Management, Marketing, Mathematical Theory & Analysis, Mathematics, Media Strategy & Planning, Operations Management, Operations Research, Planning, Procurement, Project Management, Research and Design, Sales, Supply Chain and Logistics",4.7,(151 reviews),Beginner · Course · 1-3 Months,Renewable Energy Fundamentals Job Opportunities
919,919,https://www.coursera.org/learn/trade-and-investment-policies-for-development,Free,Erasmus University Rotterdam,Trade & investment:  evidence-based policies for development,,,,Intermediate · Course · 1-3 Months,Trade  investment evidencebased policies development
920,920,https://www.coursera.org/learn/deep-learning-business,Free,Yonsei University,Deep Learning for Business,"Deep Learning, Machine Learning, Entrepreneurship, Artificial Neural Networks, Applied Machine Learning, Business Development, Sales",4.4,(641 reviews),Beginner · Course · 1-3 Months,Deep Learning Business
921,921,https://www.coursera.org/learn/holocaust-introduction-2,Free,Tel Aviv University,The Holocaust - An Introduction (II): The Final Solution,,4.9,(610 reviews),Mixed · Course · 1-4 Weeks,Holocaust  Introduction II Final Solution
922,922,https://www.coursera.org/learn/classical-composition,Free,National University of Singapore,Write Like Mozart: An Introduction to Classical Music Composition,"Creativity, Entrepreneurship, Research and Design",4.9,(407 reviews),Mixed · Course · 1-3 Months,Write Like Mozart Introduction Classical Music Composition
923,923,https://www.coursera.org/learn/role-of-advertising,Free,Duke University,Advertising and Society,"Advertising, Communication, Entrepreneurship, Marketing, Leadership and Management, Sales, Strategy and Operations, Strategy, Market Research, Research and Design",4.7,(871 reviews),Mixed · Course · 1-3 Months,Advertising Society
924,924,https://www.coursera.org/learn/co-design-for-all,Free,Eindhoven University of Technology,Co-design for All: doing co-design in practice,Research and Design,,,Beginner · Course · 1-3 Months,Codesign All codesign practice
925,925,https://www.coursera.org/learn/astronomy,Free,University of Rochester,Confronting The Big Questions: Highlights of Modern Astronomy,"Computational Thinking, Computer Programming, Data Visualization, Theoretical Computer Science",4.6,(454 reviews),Mixed · Course · 1-4 Weeks,Confronting Big Questions Highlights Modern Astronomy
926,926,https://www.coursera.org/learn/gestion-eau,Free,University of Geneva,Gestion et Politique de l'eau,"Leadership and Management, Entrepreneurship, Marketing, Sales, Strategy, Strategy and Operations, Conflict Management, Human Resources, Business Psychology, Collaboration, Communication, Resilience",4.6,(220 reviews),Mixed · Course · 1-3 Months,Gestion et Politique de leau
927,927,https://www.coursera.org/learn/chinese-for-hsk5,Free,Peking University,Chinese for HSK 5,,4.8,(344 reviews),Advanced · Course · 3-6 Months,Chinese HSK 5
928,928,https://www.coursera.org/learn/patient-perspectives-on-medications,Free,University of Copenhagen,Understanding Patient Perspectives on Medications,"Communication, Epidemiology, Probability & Statistics, Research and Design, Accounting, Audit, Clinical Data Management, Data Management, Design and Product, Entrepreneurship, Human Computer Interaction, Market Research, Persona Research, User Research",4.8,(55 reviews),Intermediate · Course · 1-4 Weeks,Understanding Patient Perspectives Medications
929,929,https://www.coursera.org/learn/quantum-physics,Free,"University of Maryland, College Park",Exploring Quantum Physics,"Mathematics, Differential Equations, Calculus, Linear Algebra, Mathematical Theory & Analysis, Algorithms, Applied Mathematics, Deep Learning, Machine Learning, Probability & Statistics, Theoretical Computer Science",4.2,(52 reviews),Mixed · Course · 1-3 Months,Exploring Quantum Physics
